474	04.16.02.01.002	Jaringan Transmisi Tegangan 100 s/d 300 KVA
475	04.16.02.01.003	Jaringan Transmisi Tegangan Dibawah 100 KVA
476	04.16.02.01.004	Jaringan Transmisi Lain-lain
477	04.16.02.02.001	Jaringan Distribusi Tegangan Di atas 20 KVA
478	04.16.02.02.002	Jaringan Distribusi Tegangan 1 s/d 20 KVA
479	04.16.02.02.003	Jaringan Distribusi Tegangan Di bawah 1KVA
480	04.16.02.02.004	Jaringan Distribusi Lain-lain
481	04.16.03.01.001	Jaringan Telepon Di atas Tanah Kapasitas Kecil
482	04.16.03.01.002	Jaringan Telepon Di atas Tanah Kapasitas Sedang
483	04.16.03.01.003	Jaringan Telepon Di atas Tanah Kapasitas Besar
484	04.16.03.01.004	Jaringan Telepon Di atas Tanah Lain-lain
485	04.16.03.02.001	Jaringan Telepon Di bawah Tanah Kapasitas Kecil
486	04.16.03.02.002	Jaringan Telepon Di bawah Tanah Kapasitas sedang
487	04.16.03.02.003	Jaringan Telepon Di bawah Tanah Kapasitas Besar
488	04.16.03.02.004	Jaringan Telepon Di bawah tanah Lain-lain
489	04.16.03.03.001	Jaringan Telepon Didalam Air Kapasitas Kecil
490	04.16.03.03.002	Jaringan Telepon Didalam Air Kapasitas Sedang
491	04.16.03.03.003	Jaringan Telepon Didalam Air Kapasitas Besar
492	04.16.03.03.004	Jaringan Telepon Didalam Air Lain-lain
493	04.16.04.01.001	Jaringan Pipa Baja
494	04.16.04.01.002	Jaringan Pipa Gas Transmisi Lain-lain
495	04.16.04.02.001	Jaringan Pipa Distribusi Tekanan Tinggi
496	04.16.04.02.002	Jaringan Pipa Distribusi Tekanan Menengah Pipa Baja
497	04.16.04.02.003	Jaringan Pipa Distribusi Tekanan Menengah Pipa PE
498	04.16.04.02.004	Jaringan Pipa Distribusi Tekanan Rendah Pipa Baja
499	04.16.04.02.005	Jaringan Pipa Distribusi Tekanan Rendah Pipa PE
500	04.16.04.02.006	Jaringan Pipa Distribusi Lain-lain
501	04.16.04.03.001	Jaringan Pipa Dinas Pipa Baja
502	04.16.04.03.002	Jaringan Pipa Dinas Pipa PE
503	04.16.04.03.003	Jaringan Pipa Dinas Lain-lain
504	04.16.04.04.001	Jaringan BBM
505	04.16.04.04.002	Jaringan BBM lain-lain
